Romio's Pizza & Pasta - Downtown,927 Howell St,Seattle,98101,WA,47.615299,-122.332345,0,30
Strano! Sicilian Kitchen & Bar,948 S Cooper St,Memphis,38104,Mphs,35.119804,-89.991034,0,30
Uno Pizzeria & Grill,95 Mall Rd Burlington Mall Nordstrom Entrance,Burlington,1803,MA,42.4856233,-71.2118857,0,30
Bravo Cucina Italiana - Whitehall - Lehigh Valley,950 Lehigh Valley Mall,Whitehall,18052,PA,40.629789,-75.482768,0,30
Good Fella's Pizza,9641 Olio Rd,Mc Cordsville,46055,Woodbury,39.92836556,-85.91853619,0,25
Wick's Pizza,9700 Bluegrass Pkwy,Louisville,40299,KY,38.22139178,-85.57727337,,
Milanos Pizza,9822 Libra Ave,Sacramento,95827,CA,38.562374,-121.328061,,
Louie's Famous Pizza,988 Bedford St,Abington,2351,MA,42.131256,-70.95031321,,
Sopranos Italian Market,Cayuta Ave,Waverly,14892,NY,42.00856491,-76.52728996,25,40
Tutti Gusti,Harrisonburg Va,Harrisonburg,22801,VA,38.43024153,-78.87654,0,25
Ak Diamonds,Old South Rd,Nantucket,,MA,41.2613837,-70.06417984,50,55
Atlantic City Country Club - Taproom Bar & Grille,One Leo Fraser Dr,Northfield,8225,NJ,39.370394,-74.550154,0,30
Il Lupino,2233 B 180a Kalakaua Ave,Honolulu,96815,Hono,21.279272,-157.829139,31,50
Mainland Grille,2250 Rittenhouse Rd,Harleysville,19438,PA,40.2485,-75.361652,0,30
Marco's Pizza,23657 Lorain Rd,N Olmsted,44070-2222,OH,41.432343,-81.88388,,
Marco's Pizza,244 N Court St,Medina,44256,OH,41.141853,-81.863525,,
River House Bar & Grill,2495 Harrisburg Pike,Middletown,17057,Hbg Inter Airp,40.192983,-76.691898,0,30
Bravo Cucina Italiana - Willow Grove,2500 Moreland Rd,Willow Grove,19090,PA,40.140363,-75.123215,0,30
I.talia,2505 4th Ave W,Olympia,98502,WA,47.04343652,-122.9336718,25,40
Zone Action Park,2600 W Expressway 83,Mcallen,78501,TX,26.19358,-98.251973,,
Little Nick's New York Pizzeria,2815 N Loop 1604 E,San Antonio,78232,Hollywood Park,29.602133,-98.443596,,
Cafe Europa,30 Bank St,Waterbury,06702-2220,CT,41.55543,-73.04088,,
Culina,300 S Doheny Dr,Los Angeles,90048,Bicentennial,34.073552,-118.38953,0,30
Cruise Shop,317 S Main St,Grapevine,76051,TX,32.938723,-97.078219,,
Buck's Pizza,3295 Bel Air Mall,Mobile,36606,AL,30.67477,-88.122314,,
Zeiderelli's Pizza,33 E Simpson St,Mechanicsburg,17055,Brandtsville,40.21194093,-77.00547516,,
Macy's Place Pizzeria,3348 Genesee St,Buffalo,14225,NY,42.92585313,-78.76125455,,
Nick's Pizza,10500 10534 S Ridgeland Ave,Chicago Ridge,60415,IL,41.70129061,-87.77907887,,
Capitol City Brewing Company - Downtown,1100 New York Ave N W,Washington,20005,DC,38.900907,-77.027392,0,30
Joey's N Y Pizza,11165 S Eastern Ave,Henderson,89052,NV,35.98879,-115.101074,,
Dale Street Bistro Cafe,115 E Dale St,Colorado Springs,80903,Co Spgs,38.845066,-104.822204,25,40
Bellacino's Pizza & Grinders,1176 Roanoke Rd,Daleville,24083,VA,37.40180208,-79.91159872,0,25
California Pizza Kitchen,11800 W Broad St,Henrico,23233,VA,37.65667639,-77.61892303,25,40
Pizza Time,1223 Washington Ave,Portland,4103,ME,43.69505,-70.28393,,
Franky's,1250 W Lake St,Addison,60101,IL,41.94476156,-88.01763178,0,25
Serafina Harlem,1260 Amsterdam Ave,New York,10027,Manhattanville,40.810938,-73.958506,50,55
Francesca's On Chestnut,200 E Chestnut St,Chicago,60611,Ontario Street,41.89854289,-87.6219955,25,40
Bosses Pizza - Keller,201 N Main St,Keller,76248,TX,32.93635265,-97.25380991,,
Casey's Carry Out Pizza,217 6th Ave,Grinnell,50112,IA,41.746176,-92.7344,,
Bellacino's Grinders & Pizza,2320 Tiffin Ave,Findlay,45840,OH,41.05692963,-83.59660295,,
Pasta Loft,241 Union Sq,Milford,3055,NH,42.83517,-71.649864,25,40
Unwined,262 Swansea Mall Dr,Swansea,2777,MA,41.75459428,-71.217035,25,40
Yogurt Zone,2771 E Broad St,Mansfield,76063,TX,32.570076,-97.09477,,
The Pizza Parlor,2810 Business Center Dr,Pearland,77584,TX,29.556607,-95.39258415,25,40
Tony's of North Beach,288 Golf Course Dr W,Rohnert Park,94928,CA,38.36061268,-122.7223037,25,40
Cafe Pesto - Kawaihae Harbor,3665 Kawaihae Shopping Center / 61 Hi 270,Kamuela,96743,HI,20.02133,-155.673964,0,30
Town Pub,378 Broad St,Bloomfield,7003,Grove,40.806263,-74.192924,25,40
Ciminos,421 Challenge St,Freeport,61032,IL,42.28076975,-89.61002827,25,40
Giovanni's Pizza and Pasta,431 E Us Hwy 22 Bishop's Plz,Whitehouse Station,8889,NJ,40.62511812,-74.77101437,25,40
Campion's Pizza,465 Buckland Rd,South Windsor,6074,Wapping,41.823402,-72.55363228,,
Caseys Carry Out Pizza,487 S Business Route 5,Camdenton,65020,MO,38.015007,-92.75593,,
Fox's Pizza Den,4921 State Road 26 E,Lafayette,47905,IN,40.41754,-86.81142,,
Cinema Cafe Restaurant,505 3rd Ave,New York,10016,Nyc,40.74552159,-73.97801757,25,40
Marzanos,6 School St,Peterborough,3458,NH,42.876728,-71.950645,,
Billy's Red Room,60 Parsippany Rd,Whippany,7981,NJ,40.82343,-74.41798,,
Roula's Pizza,6200 Germantown Ave,Philadelphia,19144,PA,40.04212,-75.17998,,
Custom Pie,6593 Collins Dr,Moorpark,93021,CA,34.29484636,-118.8437469,,
Gracie See,6889 Greenfield Rd,Detroit,48228,MI,42.34257461,-83.19669271,,
Marcello's Pizza,691 S Main St,Corona,92882,CA,33.874763,-117.56699,,
Jandro's,703 Mckinney Ave,Dallas,75201,TX,32.7836462,-96.80969021,,
Bronson Strike Zone,717 E Chicago St,Bronson,49028,MI,41.87371,-85.186226,,
The Boarding House,720 N Wls,Chicago,60654,IL,41.89544,-87.634297,31,50
Roosters Brewing Co,748 Heritage Park Blvd,Layton,84041,UT,41.08348222,-111.97913,,
Taphouse 15,75 State Route 15,Wharton,7885,NJ,40.930761,-74.590374,0,30
Famous Famiglia,757 Broadway,New York,10003,Manhattan,40.73056417,-73.99272767,,
Cove Pizza,864 Cove Rd,Stamford,6902,CT,41.048939,-73.509254,0,25
Pane E Vino,8900 E Pinnacle Peak Rd,Scottsdale,85255,AZ,33.698406,-111.88866,25,40
Centerville Pizza & Bbq,9470 Dayton Lebanon Pike,Dayton,45458,Washington Township,39.607085,-84.160682,,
The Perfect Pizza Company,9774 Zimbro Ave,Manassas,20110,VA,38.753685,-77.491615,,
The 10th,Mid Vail Area On Vail Mtn,Vail,81657,West Vail,39.640263,-106.374195,50,55
Fresco,Rainbow Bazaar Hilton Hawaiian Vlg,Honolulu,96815,Hono,21.28290985,-157.8374614,,
Life Is Good Store,Thames St,Newport,2840,RI,41.48882,-71.3152813,,
Holsteins - The Cosmopolitan of Las Vegas,3708 Las Vegas Blvd S,Las Vegas,89109,NV,36.109216,-115.173221,0,30
Italian Pizza & Subs,3711 Peppermill Dr N,Wilson,27896,NC,35.7698516,-77.93824983,25,40
Brannon's Pub and Brewery,3800 S W Cedar Hills Blvd D,Beaverton,97005,OR,45.491788,-122.809306,0,30
Papa John's Pizza,400 Us 130,E Windsor,,NJ,40.274178,-74.538439,0,25
The Firehouse,42 Plauderville Ave,Garfield,7026,Ritz,40.885036,-74.109283,25,40
Brendan's Bar & Grill,42 W 35th St,New York,10001,G P O,40.7498516,-73.9862152,50,55
Grant Street Pizza & Subs (reported��closed),4310 Vance Jackson Rd,San Antonio,78230,TX,29.512938,-98.53514,,
Bella Via,4746 Vernon Blvd,Long Island City,11101,Queens,40.74425041,-73.95362487,25,40
Tony Roni's Pizza Drexel Hill,4911 Township Line Rd,Drexel Hill,19026,Drexelbrook,39.9551422,-75.32272687,,
Phở Lê Hòa Phat,508 Contra Costa Blvd,Pleasant Hill,94523,CA,37.98110247,-122.0681174,0,25
Patrick Molloy's Sports Pub,50a,Hermosa Beach,90254,CA,33.862,-118.400769,25,40
Simmzy's,5271 E 2nd St,Long Beach,90803,Naples,33.7597789,-118.1332106,0,30
Frisch's,5301 Grove Rd,Pittsburgh,15236,West Mifflin,40.35805609,-80.00173351,50,55
Passero's Pizza,5328 Main Saint (rt 53),Lisle,60532,IL,41.788221,-88.07471538,,
Pizza Hut,551 E Laburnum Ave,Richmond,23222,VA,37.5856,-77.424484,0,25
Broad Street Cafe,562 Broad St,Newark,7102,Midtown,40.74180603,-74.16905811,0,25
Jimmys Slice,586 E Main St,Ventura,93001,La Conchita,34.280857,-119.29176,,
Mr T's Pizza,594 N Pinecrest Rd,Bolingbrook,60440,IL,41.717476,-88.050285,,
Laroma Pizzeria & Resturant,600 Floyd Ave,Rome,13440,Camroden,43.21458662,-75.44679613,25,40
Papa John's Pizza,610 Wesley Dr,Charleston,29407,Saint Andrews,32.7811,-79.973,,
Paisans Pizza - Berwyn,6226 W Ogden,Berwyn,60402,IL,41.831861,-87.779364,0,30
Clara's,6550 Lincoln Ave,Woodridge,60517,IL,41.76603036,-88.06817651,50,55
Slugger's Pizzeria,701 N Queen St,Lancaster,17603,Manor Ridge,40.04895294,-76.30762831,0,25
Papa Dino's,718 Culbertson Dr,Oklahoma City,73105,OK,35.48628117,-97.49983419,,
Anya's Pizza,7270 Victoria Park Ln,Rancho Cucamonga,91739,CA,34.121605,-117.530045,,
Mario's Pizza,1066 Hanes Mall Blvd,Winston Salem,27103,Hanes,36.06917764,-80.32186568,,
Joe's New York Pizza Pasta,1070 Palm Coast Pkwy Nw,Palm Coast,32137,FL,29.553562,-81.22315,,
Gluten Free Creations,10880 N 32nd St,Phoenix,85028,AZ,33.585795,-112.013289,25,40
California Pizza Kitchen,109 W County Ctr,Saint Louis,63131,Country Life Acres,38.60194477,-90.44655146,25,40
Wolfgang Puck Bar & Grill - Summerlin,10955 Oval Park Dr,Las Vegas,89135,NV,36.126289,-115.326772,0,30
Speak Easy,1100 N Shore Dr,Detroit Lakes,56501,MN,46.80666899,-95.81953526,25,40
Nobody's Sports Grill and Bbq,116 John R Rice Blvd,Murfreesboro,37129,Murfreesbr,35.84764,-86.44008,,
Walnut Grille,1203 Walnut St,Newton Highlands,2461,MA,42.320827,-71.205376,0,30
Boonies Sports Bar,122 Diamond St,Titusville,16354,PA,41.6267,-79.6726,,
Papa John's Pizza,1233 Sage Dr,Cedar City,84720,UT,37.655968,-113.08464,0,25
T-bar Steak & Lounge (upper East Side),1278 3rd Ave,New York,10028,Nyc,40.771,-73.96,31,50
Papa Joe's Pizza,1294 Chalkstone Ave,Providence,2908,RI,41.83253,-71.45175,,
Mackenzie River Pizza Co.,137 W,Missoula,59802,MT,46.870286,-113.99645,25,40
Oliveri's Pizzeria,14 Lebanon St,Hamilton,13346,Randallsville,42.82664,-75.54542,,
Papa John's Pizza,1407 E Main St,Cherryville,28021,NC,35.3848068,-81.361131,0,25
Two Brothers Deli,1424 Miner St,Idaho Springs,,CO,39.741819,-105.5175394,0,25
Adriatico Pizza,1424 Morris Ave,Union,7083,Townley,40.689149,-74.246889,,
Mario's - Staten Island,1657 Richmond Rd,Staten Island,10304,NY,40.589589,-74.101477,31,50
Jet's Pizza,16852 21 Mile Rd,Macomb,48044,Macomb Twp,42.64190628,-82.95409676,,
J. Willys Public House and Eatery,1717 Willamette Falls Dr,West Linn,97068,Wankers Corners,45.343731,-122.656528,,
Tavern At The Inn,200 E Main Cross St,Findlay,45840,OH,41.03949,-83.64813,,
Joey's Northside Pizzeria,200 Oak Hill Ave,Endicott,13760,Crestview Heights,42.11106379,-76.0501152,,
Ellden's Grill & Banquet - River Oaks Golf Club,201 Whitehaven Rd,Grand Island,14072,NY,43.023,-78.898651,0,30
Andrea's Pizza,2014 Boston St S E,Grand Rapids,49506,Cascade,42.93437,-85.6188,,
Ragtime Cafe,2080 Valleydale Rd,Birmingham,35244,Riverchase,33.35131,-86.78414,25,40
Andy's Pizza Subs,22118 West Rd,Trenton,48183,Brownstown Twp,42.138386,-83.24838,,
Papa John's Pizza,2241 Westchester Ave,Bronx,10462,NY,40.83455357,-73.85072663,0,25
Fire Works - Arlington,2350 Clarendon Blvd,Arlington,22201,VA,38.889379,-77.086835,0,30
Ruscello - Nordstrom Mayfair,2424 N Mayfair Rd,Milwaukee,53226,WI,43.061791,-88.047551,0,30
Mama's Cafe Baci,260 Mountain Ave,Hackettstown,7840,NJ,40.837829,-74.823588,,
Little Caesars Pizza,2619 Red Bluff Kroger Jct,Pasadena,77506,TX,29.716011,-95.200573,,
Buon Cibo,2631 Mcingvale Rd,Hernando,38632,MS,34.822393,-89.973027,0,25
Bagels & Brew,26601 Aliso Creek Rd,Aliso Viejo,92656,CA,33.57563,-117.72453,25,40
Papa John's Pizza,275 N Morton St,Franklin,46131,Bengal,39.48296,-86.06386,,
Bella Piazza,286 Us Highway 46,Fairfield,7004,NJ,40.877805,-74.297056,50,55
Galaxy Diner,293 Saint Georges Ave,Rahway,7065,NJ,40.595734,-74.29025,25,40
Interurban,300 E Grand Ave,Chickasha,73018,OK,35.02899335,-97.93078473,25,40
Planet Pizza,3000 Custer Rd,Plano,75075,TX,33.03881453,-96.73252514,,
Cellar Restaurant,302 N Main St,Blacksburg,24060,VA,37.23098,-80.4148,,
Starbucks Coffee,3100 Lakeville Hwy,Petaluma,94954,CA,38.23448,-122.595933,0,25
Fricker's Richmond,3237 Chester Blvd,Richmond,47374,East Haven,39.87392203,-84.88777186,25,40
Caf������ Milano,3251 Prospect St N W,Washington,20007,DC,38.906107,-77.064223,31,50
Francesco Pizzeria and Ristorante,340 W Broad St,Burlington,8016,Burlngtn City,40.075024,-74.865974,,
California Pizza Kitchen,3401 Esperanza Xing,Austin,78758,TX,30.40052,-97.72676,25,40
Blondie's Firehouse Pub,3435 S Inca St,Englewood,80110,Cherry Hl Vlg,39.65458474,-104.9982471,25,40
U Pick 6 Beer Store,7520 Peach St,Erie,16509,PA,42.05178612,-80.085354,,
Nacho Mamma's,76 State St,Bristol,2809,RI,41.670273,-71.27601,0,25
Besa's Pizza,7602 N Jupiter Rd,Garland,75044,TX,32.9845125,-96.68180128,25,40
Cottage Inn Pizza,7840 Wyoming St,Dearborn,48126,MI,42.35040491,-83.15706662,,
Mike's Pizza And Pasta,803 Spartanburg Hwy,Hendersonville,28792,NC,35.30649,-82.45261,,
Papa John's Pizza,8251 W Union Hills Dr,Glendale,85308,AZ,33.65271,-112.23447,0,25
J. Peppers Southern Grille,841 Old Winston Rd,Kernersville,27284,Matthewstown,36.11223333,-80.09080399,0,25
Uncle Al's Pizza Parlours,8707 W Ridge Rd,Elyria,44035,Sheffield Village,41.36474,-82.159164,,
Barraco's Pizza,8915 159th St,Tinley Park,60487,IL,41.601646,-87.83605,,
Barrels,9 S Granville Ave,Margate City,8402,Margate,39.32896703,-74.49943364,25,40
The Hil,9110 Selborne Ln,Palmetto,30268,GA,33.5246915,-84.7358228,0,30
Bamboo Restaurant,10835 Venice Blvd,Los Angeles,90034,CA,34.017106,-118.410224,25,40
San Biagio's Pizza,1263 7th St,Upland,,CA,34.08911799,-117.6719276,0,25
Rossini Di Lucca,1280 E Dundee Rd,Palatine,60074,IL,42.1393,-88.0132,,
Marco's Pizza,1301 Williston Rd,South Burlington,5403,Queen City,44.466965,-73.171585,25,40
Pizza Inn,1352 E Broad Ave/hwy 74 E,Rockingham,28379,NC,34.9206365,-79.74904842,,
Seco,140 S Lake Ave,Pasadena,91101,CA,34.1434,-118.1323,0,30
Casey's General Store,1402 S 12th Ave,Marshalltown,50158,IA,42.031575,-92.89331,,
Piara Pizza,1664 Indian Hill Blvd,Pomona,91767,CA,34.075314,-117.719186,,
Suraya's - Grill and Fried Chicken,1665 Stelton Rd,Piscataway,8854,NJ,40.5337146,-74.41911221,25,40
Geno's Deli,1751 Scottsville Rd,Bowling Green,42104,KY,36.96640602,-86.434292,0,25
Casey's General Store,1822 N Lincoln Ave,York,68467,NE,40.8789,-97.5924,,
Casey's General Store,2017 Fox Creek Rd,Bloomington,61701,Bloomington Heights,40.450559,-89.015599,,
Casey's General Store,2243 N Cotner Blvd,Lincoln,68505,NE,40.834675,-96.630843,,
Fat Belly's On Main,241 Main St,East Greenwich,2818,RI,41.660583,-71.449974,,
Sicilian Style Pizza Pie,2415 Mission St,Santa Cruz,95060,Paradise Park,36.960727,-122.048748,,
Bravo Cucina Italiana - Rochester Hills,286 N Adams Rd,Rochester,48309,MI,42.683858,-83.193204,0,30
Bellini's Pizza & Grill,2918 N Herritage St,Kinston,28501,NC,35.29308927,-77.58469025,,
Bertucci's,2929 Berlin Tpke,Newington,6111,Htfd,41.66892,-72.71902,,
Roper's Reagle Beagle,3045 Godfrey Rd,Godfrey,62035,IL,38.93138028,-90.19108057,,
Pizza Inn,3332 Airport Blvd N W,Wilson,27896,NC,35.759628,-77.952833,,
Marcos Pizza,3910 Schofield Ave,Schofield,54476,WI,44.9,-89.57,,
Francesco's Ristorante & Pizzeria,400 S Orlando Ave,Maitland,32751,FL,28.624522,-81.363427,0,30
Hotel Fiesole - Bella Rossa,4046 Skippack Pike,Skippack,19474,PA,40.224075,-75.40131,,
AquaTerra Grille,420 N Middletown Rd,Pearl River,10965,NY,41.07429,-74.01288,50,55
Greco's,45 Washington Ave,Wheeling,26003,Mozart,40.07127,-80.68502,,
Seasons Pizza,450 Marlton Pike E,Cherry Hill,8034,Cherry Hill Township,39.912117,-75.00036,,
Twisted Olive Cafe,319 Bay St,Petoskey,49770,MI,45.376104,-84.956353,,
Puerto Vallarta Mexican Restaurant,3207 N Pleasantburg Dr,Greenville,29609,SC,34.889225,-82.39943,,
Gamberetti's Italian Restaurant,325 High St S E,Salem,97301,OR,44.93730731,-123.0389046,25,40
Uncle John's Pizza,3480 S Carrier Pkwy,Grand Prairie,75052,TX,32.685459,-97.012459,,
Doubledave's Pizza Works,3505 A Longmire Dr,College Station,77845,TX,30.582817,-96.28639,0,25
Uncle Buck's BBQ,361 W Main St,Plymouth,18651,PA,41.2388,-75.9525,,
House of Brews,363 W 46th St,New York,10036,Nyc,40.760795,-73.989928,25,40
The Tuck Room-north Miami,3701 N E 163rd St,North Miami Beach,33160,Miami,25.926231,-80.16354,0,30
Fazoli's,3812 Rib Mountain Dr,Wausau,54401,WI,44.92225885,-89.65317,0,25
Pizza Time,3906 S 12th St,Tacoma,98405,WA,47.24998,-122.48963,,
Nm Cafe At Neiman Marcus - Palo Alto,400 Stanford Shopping Ctr,Palo Alto,94304,CA,37.441201,-122.173065,0,30
Doubledave's Pizzaworks,401 E Whitestone Blvd,Cedar Park,78613,TX,30.52266137,-97.82690265,0,25
Harry & Izzy's - Northside,4050 E 82nd St,Indianapolis,46250,IN,39.907755,-86.097478,0,30
Marble Slab Creamery,4100 N 2nd St,Mcallen,78504,TX,26.239253,-98.214788,,
Eat Maine Gourmet,4112 Pennsylvania Ave,Kansas City,64111,MO,39.052313,-94.591055,,
Cafe Americana,550 Main St,Cincinnati,45202-5211,OH,39.10278,-84.51006,,
Nypd Pizza,5761 Springdale Rd,Cincinnati,45247,Groesbeck,39.22971,-84.6313,,
The Melting Pot - Maple Shade Nj,584 Route 38 E,Maple Shade,8052,NJ,39.9424,-74.971499,0,30
Suite 600,600 George Washington Hwy,Lincoln,2865,RI,41.93478118,-71.48750067,25,40
David's Club Bar & Grill,6001 Destination Parkway Hilton Orlando,Orlando,32819,FL,28.424278,-81.458644,0,30
Tascali's Decades Pasta & Grill,6007 Us 60 E,Barboursville,25504,WV,38.413007,-82.307758,25,40
Kennedy Fried Chicken,638 E 169th St,Bronx,10456,NY,40.831436,-73.901245,0,25
Center Pizza,648 Center St,Manchester,6040,CT,41.7748279,-72.54840466,,
Town Pizza Deli,648 Main St,Reading,1867,MA,42.524433,-71.10281,,
Nm Cafe At Neiman Marcus Topanga,6550 Topanga Canyon Blvd,Chatsworth,91313,CA,34.189596,-118.605887,0,30
Roosevelt's American Homestyle Deli,684 King George Rd,Fords,8863,NJ,40.53234323,-74.30763611,0,25
Gio's Ristorante and Bar,701 Market St,Saint Louis,63101,MO,38.62668,-90.192488,0,30
Xpress Pizzeria,709 Church Ave,Brooklyn,11218,NY,40.64582,-73.9724,,
Rosa Ii Pizzeria & Restaurant,7559 Metropolitan Ave,Middle Village,11379,Elmhurst,40.71322392,-73.87542844,25,40
Firehouse,7701 White Ln,Bakersfield,93309,CA,35.317773,-119.0890662,,
Fortune Cookie,7708 Maple Ave,Merchantville,8109,NJ,39.952255,-75.02913,0,25
Mr. Chung's,78 Speedwell Ave,Morristown,7960,NJ,40.800338,-74.482058,0,30
The Melting Pot - Jacksonville,7860 Gate Parkway 101,Jacksonville,32256,FL,30.235593,-81.517355,31,50
Pat's Pizza,791 Us 1,Yarmouth,4096,ME,43.80368596,-70.17718792,0,25
Cantina Di Napoli,7A Trolly Sq,Wilmington,19806,DE,39.757859,-75.56166,0,30
Ken's West End Pizza,801 Islington St,Portsmouth,3801,NH,43.0689,-70.7726,,
Garden Room At Santa Maria Inn,801 S Broadway,Santa Maria,93454-6668,CA,34.9438,-120.43598,31,50
You-be's U-bake Pizza,820 N Alta Ave,Dinuba,93618,CA,36.55233,-119.3951,,
Palomino Restaurant Rotisseria (reported closed),825 Hennepin Ave,Minneapolis,55402,MN,44.9762,-93.275599,50,55
Angie's Restaurant Pizzeria,8352 S Pulaski Rd,Chicago,60652,IL,41.740826,-87.72163,,
North Italia - El Segundo,840 S Sepulveda,El Segundo,90245,CA,33.903157,-118.396069,0,30
John Gino's Pizza,8436 S 88th Ave,Justice,60458,IL,41.736555,-87.838222,,
Ciddici's,859 Belmont Ave S W,Albany,97321,OR,44.59057117,-123.1109365,,
Toss Up Salads,8616 Griffin Rd,Fort Lauderdale,33328,Ft Lauderdale,26.063679,-80.261,0,25
The Lookout Catering,8680 Pineview Ln N,Osseo,55369,Hassan,45.11267209,-93.44166376,25,40
The Melting Pot - Wilmington(nc),885 Town Center Dr,Wilmington,28405,Wilm,34.243118,-77.832161,31,50
Jet's Pizza,901 Nordic Dr,White Lake,48383,MI,42.650524,-83.52507,,
Crown Fried Chicken,9240 Guy R Brewer Blvd,Jamaica,11433,Queens,40.704094,-73.79666,0,25
Pizza Chef,944 S Irby St,Florence,29501,SC,34.1761,-79.76639,,
Fatty 'cue Kiosk,Battery Park,New York,10004,NY,40.70268365,-74.01641607,,
Little Pizza Paradise,Cascade Village Mall Across From Target,Bend,97701,OR,44.10266476,-121.3007971,,
Pizza Time,Hwy 15401,Bennettsville,29512,SC,34.6074654,-79.680889,0,25
Cvs/pharmacy,Mcdermott,Allen,75013,TX,33.10218459,-96.64893309,25,40
John's Pizzeria,424,Chicopee,1013,MA,42.147975,-72.600715,,
Original Italian Pizza,904,Binghamton,13905,Choconut Center,42.13666,-75.90507,,
Waterfront Restaurant,& The Embarcadero,San Francisco,94111,CA,37.79932696,-122.3973175,25,40
Cafe Noma,1 Collins Diboll Cir,New Orleans,70124,LA,29.986293,-90.093148,,
Enterprise Deli,1 Corporate Dr,Shelton,6484,CT,41.27626,-73.12953,0,25
The Melting Pot - Albany,1 Crossgates Mall Road Crossgates Mall,Albany,12203,Mckownville,42.688044,-73.852385,0,30
George's Pizza Restaurant,1 Dodgingtown Rd,Newtown,6470,CT,41.37498,-73.3445,,
Max Brenner Chocolate Bar,1 Garden State Plz,Paramus,7652,NJ,40.91664175,-74.07705872,25,40
Brigham Young University,1 N University Hl,Provo,84602,UT,40.25083927,-111.6492677,,
Paesano's,1 S Main St,Shrewsbury,17361,PA,39.73861036,-76.70195103,0,25
Sanderlings - Seascape Resort,1 Seascape Resort Dr,Aptos,95003,Seacliff,36.951958,-121.878676,0,30
Rye Grill and Bar,1 Station Plz,Rye,10580,NY,40.986231,-73.678849,0,30
John Harvard's Brewery and Ale House,1 Worcester Rd,Framingham,1701,Framingham So,42.2990671,-71.39358,0,30
Rob,10 Chicago Ave,Oak Park,60302,IL,41.8947,-87.775709,,
Damon's Grill,10 E 120th Ave,Denver,80233,North Glenn,39.91217216,-104.988699,25,40
Manhasset Bay Marina,10 Matinicock Ave,Port Washington,11050,Baxter Estates,40.83593671,-73.70459683,,
Chicken Derby Inc,10 Old Clairton Rd,Pittsburgh,15236,West Mifflin,40.34019,-79.964893,0,25
Uno Pizzeria & Grill - Sturbridge,100 Charlton Rd,Sturbridge,1566,MA,42.12484282,-72.05860695,25,40
Pizza Factory,100 N White Mountain Rd,Show Low,85901,AZ,34.24872,-110.02836,,
The Lafayette House,100 Route 94,Lafayette,7848,NJ,41.0928933,-74.68793624,50,55
'l Bistro,100 S 42nd St,Grand Forks,58201,ND,47.9125021,-97.08980799,0,25
Butera's Restaurant of Sayville,100 S Main St,Sayville,11782,Fire Island Pines,40.735908,-73.08076036,,
Piatti - Danville,100 Sycamore Valley Rd,Danville,94526,CA,37.811697,-121.996388,0,30
The Allen Street Grill (hotel State College),100 W College Ave,State College,16801-3838,PA,40.794366,-77.861649,0,30
Cooper's Hawk Winery & Restaurant,100 W Higgins Rd,Barrington,60010,Fox Rv Vly Gn,42.07349147,-88.18423033,,
Jacksons,1000 Corporate Dr,Canonsburg,15317,PA,40.298971,-80.1740109,50,55
Hershey Country Club,1000 E Derry Rd,Hershey,17033,Derry Church,40.2975987,-76.6295296,,
Brio Tuscan Grille - Puerto Rico,1000 Mall Of San Juan Blvd,San Juan,924,Alt De Berwind,18.411826,-66.024871,0,30
Portland Adventist Medical Pavilion,10000 S E Main St,Portland,97216,OR,45.51339563,-122.5594418,0,25
Antonio's Pizza,1001 Jason Pl,Chatham,62629,IL,39.684379,-89.706158,,
Cristy's Pizza,1001 S Main St,Baltimore,43105,OH,39.836708,-82.60525,,
Hungry Hoiwes Pizza & Subs,1003 E Oak St,Arcadia,34266,FL,27.211463,-81.847998,,
Dollar Tree,1006 US Highway 46,Clifton,7013,NJ,40.873066,-74.17854,,
Osteria Procaccini,101 Tree Farm Vlg,Pennington,8534,NJ,40.334764,-74.798457,25,40
Ton's Drive-in,101 W Main St,Broussard,70518,LA,30.148035,-91.964066,,
Casa Margarita's,101 West St,Grinnell,50112,IA,41.73251,-92.72778,,
Acapulco Mexican Restaurant,10114 Saint Charles Rock Rd,Saint Ann,63074,Saint Anne,38.72569383,-90.37790914,25,40
Sokai Sushi Bar - Flagler,10141 W Flagler St,Miami,33174-1811,FL,25.768853,-80.359969,31,50
Wilmington House of Pizza,1016 S College Rd,Wilmington,28403,Wilm,34.21657536,-77.88615704,,
Louie's Pizza,1019 Westgate Ave,Newark,43055,OH,40.04792,-82.44069,,
Don Carmelo's Pizzeria,1024 N 204th Ave,Elkhorn,68022,NE,41.26785,-96.234924,,
Euro Pizza,103 N State Rd,Briarcliff Manor,10510,Briarcliff Mnr,41.151892,-73.829087,25,40
California Pizza Kitchen,10300 Forest Hill Blvd,Wellington,33414,Village Of Wellington,26.64711379,-80.20931934,25,40
El Rey Burrito Lounge,1031 E Fairview Ave,Montgomery,36106,AL,32.35228,-86.29122,25,40
Hair Like Before,1032 Old Peachtree Rd N W,Lawrenceville,30043,GA,34.00013,-84.06857,,
Raimondo's Pizza,1033 Kilbery Ln,North Aurora,60542,IL,41.81706968,-88.34910797,25,40
Bertucci's,10333 S Roberts Rd,Palos Hills,60465,IL,41.702564,-87.81683743,25,40
Ynot Italian,1036 Volvo Pkwy,Chesapeake,23320,VA,36.76948,-76.22317,25,40
Pasta Faire,10401 Us 441,Belleview,34420,FL,29.07113559,-82.07051306,25,40
Brando's Pizza,1042 Union Rd,Buffalo,14224,NY,42.828365,-78.75513,,
